countryname,Active,Closed,Dropped,Pipeline
Republic of India,False,False,False,True
Republic of the Union of Myanmar,False,False,False,True
Republic of Madagascar,False,False,False,True
People's Republic of Bangladesh,False,False,False,True
Republic of Mozambique,False,False,False,True
Republic of Rwanda,False,False,False,True
Republic of Madagascar,False,False,False,True
Republic of Ghana,False,False,False,True
Commonwealth of Dominica,False,False,False,True
Hashemite Kingdom of Jordan,False,False,False,True
Republic of India,False,False,False,True
Burkina Faso,False,False,False,True
Republic of Niger,False,False,False,True
Republic of Uzbekistan,False,False,False,True
Solomon Islands,False,False,False,True
World,False,False,False,True
Republic of Kenya,False,False,False,True
Republic of Indonesia,False,False,False,True
Co-operative Republic of Guyana,False,False,False,True
Islamic Republic of Pakistan,False,False,False,True
Republic of Madagascar,False,False,False,True
Democratic Republic of the Congo,False,False,False,True
St. Lucia,False,False,False,True
Republic of Mali,False,False,False,True
Republic of the Marshall Islands,False,False,False,True
Republic of Mozambique,False,False,False,True
Arab Republic of Egypt,False,False,False,True
World,False,False,False,True
Republic of India,False,False,False,True
Ukraine,False,False,False,True
Islamic  Republic of Afghanistan,False,False,False,True
The Independent State of Papua New Guine,False,False,False,True
Republic of Ghana,False,False,False,True
Republic of Azerbaijan,False,False,False,True
Democratic Socialist Republic of Sri Lan,False,False,False,True
United Republic of Tanzania,False,False,False,True
Lebanese Republic,False,False,False,True
Republic of Guatemala,False,False,False,True
Federal Republic of Nigeria,False,False,False,True
Kingdom of Tonga,False,False,False,True
People's Republic of Bangladesh,False,False,False,True
Republic of Indonesia,False,False,False,True
Republic of India,False,False,False,True
Republic of Kiribati,False,False,False,True
Republic of Benin,False,False,False,True
Sint Maarten,False,False,False,True
Kingdom of Cambodia,False,False,False,True
Africa,False,False,False,True
Republic of Benin,False,False,False,True
Sint Maarten,False,False,False,True
Republic of Belarus,False,False,False,True
Republic of South Sudan,False,False,False,True
Montenegro,False,False,False,True
Republic of Benin,False,False,False,True
Federal Democratic Republic of Ethiopia,False,False,False,True
Republic of Kenya,False,False,True,False
Republic of Malawi,False,True,False,False
Republic of Malawi,False,False,True,False
Republic of Rwanda,False,True,False,False
Republic of Sierra Leone,False,False,True,False
Somali Democratic Republic,False,True,False,False
Somali Democratic Republic,False,True,False,False
Somali Democratic Republic,False,True,False,False
Republic of the Sudan,False,True,False,False
United Republic of Tanzania,False,True,False,False
Republic of Togo,False,False,True,False
Republic of Uganda,False,True,False,False
Democratic Republic of the Congo,False,True,False,False
Democratic Republic of the Congo,False,True,False,False
Republic of Zimbabwe,False,True,False,False
Republic of Zimbabwe,False,False,True,False
Republic of Zimbabwe,False,False,True,False
People's Republic of China,False,False,True,False
The Independent State of Papua New Guine,False,False,True,False
People's Democratic Republic of Algeria,False,False,True,False
Kingdom of Morocco,False,False,True,False
Belize,False,False,True,False
Plurinational State of Bolivia,False,True,False,False
Federative Republic of Brazil,False,True,False,False
Federative Republic of Brazil,False,True,False,False
Federative Republic of Brazil,False,False,True,False
Federative Republic of Brazil,False,False,True,False
Federative Republic of Brazil,False,False,True,False
Republic of Chile,False,True,False,False
Republic of Colombia,False,True,False,False
Republic of Costa Rica,False,True,False,False
Caribbean,False,True,False,False
Dominican Republic,False,True,False,False
Republic of Ecuador,False,True,False,False
Republic of Ecuador,False,True,False,False
Republic of Ecuador,False,False,True,False
Republic of El Salvador,False,True,False,False
Republic of Guatemala,False,False,True,False
Republic of Haiti,False,False,True,False
Republic of Haiti,False,False,True,False
Republic of Honduras,False,True,False,False
United Mexican States,False,True,False,False
United Mexican States,False,True,False,False
United Mexican States,False,True,False,False
United Mexican States,False,True,False,False
Republic of Nicaragua,False,True,False,False
Republic of Panama,False,True,False,False
Republic of Panama,False,True,False,False
Republic of Paraguay,False,True,False,False
Republic of Paraguay,False,True,False,False
Republic of Peru,False,True,False,False
Oriental Republic of Uruguay,False,False,True,False
Republic of Bulgaria,False,False,True,False
Republic of Croatia,False,False,True,False
Republic of Kazakhstan,False,False,True,False
Romania,False,False,True,False
Republic of Turkey,False,False,True,False
Republic of Turkey,False,False,True,False
Ukraine,False,False,True,False
People's Republic of Bangladesh,False,False,True,False
Islamic Republic of Pakistan,False,False,True,False
Islamic Republic of Pakistan,False,False,True,False
Islamic Republic of Pakistan,False,False,True,False
Islamic Republic of Pakistan,False,False,True,False
Republic of Bulgaria,False,False,True,False
State of Eritrea,False,False,True,False
Republic of India,False,False,True,False
Republic of Congo,False,False,True,False
Co-operative Republic of Guyana,False,False,True,False
Republic of Trinidad and Tobago,False,False,True,False
Federative Republic of Brazil,False,False,True,False
Hashemite Kingdom of Jordan,False,False,True,False
United Mexican States,False,False,True,False
Republic of Malawi,False,False,True,False
People's Democratic Republic of Algeria,False,False,True,False
Socialist Republic of Vietnam,False,False,True,False
Co-operative Republic of Guyana,False,False,True,False
Federative Republic of Brazil,False,False,True,False
Republic of Cote d'Ivoire,False,False,True,False
Federative Republic of Brazil,False,False,True,False
Hashemite Kingdom of Jordan,False,False,True,False
Republic of Panama,False,False,True,False
Republic of Togo,False,False,True,False
Republic of Indonesia,False,False,True,False
Republic of Ecuador,False,False,True,False
Russian Federation,False,False,True,False
Republic of Indonesia,False,False,True,False
Ukraine,False,False,True,False
Republic of Indonesia,False,False,True,False
Republic of Zimbabwe,False,False,True,False
Republic of Cote d'Ivoire,False,False,True,False
Republic of Cote d'Ivoire,False,False,True,False
Republic of Indonesia,False,False,True,False
Republic of Togo,False,False,True,False
Hungary,False,False,True,False
Republic of Cote d'Ivoire,False,False,True,False
Democratic Socialist Republic of Sri Lan,False,False,True,False
Islamic Republic of Pakistan,False,False,True,False
People's Republic of China,False,False,True,False
People's Democratic Republic of Algeria,False,False,True,False
Republic of India,False,False,True,False
Republic of India,False,False,True,False
Republic of India,False,False,True,False
United Mexican States,False,False,True,False
Turkmenistan,False,False,True,False
West Bank and Gaza,False,False,True,False
Republic of Turkey,False,False,True,False
Ukraine,False,False,True,False
State of Eritrea,False,False,True,False
People's Republic of Bangladesh,False,False,True,False
Democratic Socialist Republic of Sri Lan,False,False,True,False
Republic of Latvia,False,False,True,False
Republic of Latvia,False,False,True,False
Democratic Socialist Republic of Sri Lan,False,False,True,False
Lebanese Republic,False,False,True,False
Republic of Malawi,False,False,True,False
United Mexican States,False,False,True,False
Republic of Sierra Leone,False,False,True,False
Republic of the Philippines,False,False,True,False
Republic of El Salvador,False,False,True,False
Georgia,False,False,True,False
Republic of Albania,False,False,True,False
West Bank and Gaza,False,False,True,False
Nepal,False,False,True,False
Republic of Indonesia,False,False,True,False
Turkmenistan,False,False,True,False
Republic of Guatemala,False,False,True,False
Ukraine,False,False,True,False
Lebanese Republic,False,False,True,False
Republic of Angola,False,False,True,False
Republic of Zimbabwe,False,False,True,False
State of Eritrea,False,False,True,False
State of Eritrea,False,False,True,False
Russian Federation,False,False,True,False
Republic of Yemen,False,False,True,False
Republic of South Africa,False,False,True,False
Republic of the Philippines,False,False,True,False
Republic of India,False,False,True,False
Republic of India,False,False,True,False
Republic of India,False,False,True,False
Republic of India,False,False,True,False
Nepal,False,False,True,False
Republic of Poland,False,False,True,False
